area,cluster,cluster_name,keyword,x,y,count,color
capability,2,Кластер 2,massage sufficiently,5.894114141694302,7.635234264470194,1703,#8c564b
capability,2,Кластер 2,approximately defense,14.27775939095446,0.3976214750666285,813,#8c564b
capability,2,Кластер 2,minerals precipitation voyeurweb,10.401335785389543,12.11758463166844,763,#8c564b
capability,3,Кластер 3,education evidence,12.353595633491,0.7269788262356514,1949,#e377c2
capability,3,Кластер 3,mortality decide,12.261041729159382,4.071683074465772,1928,#e377c2
capability,3,Кластер 3,batteries nipples,7.501518596438325,8.184505216288963,411,#e377c2
dialog,0,Кластер 0,overcome delight office,10.949312475456034,1.2492693330331217,1628,#ff7f0e
dialog,0,Кластер 0,several animated,10.283693879202058,0.319009363382321,779,#ff7f0e
dialog,0,Кластер 0,engage gazette,11.477025441063144,10.481796814453466,724,#ff7f0e
dialog,0,Кластер 0,moderate command signals,14.42199702637498,3.1553559438669634,721,#ff7f0e
dialog,1,Кластер 1,interpretation connections,4.40935196976166,7.83528480199408,1981,#8c564b
dialog,1,Кластер 1,coalition integration,5.788946647324101,14.868504058930684,1967,#8c564b
dialog,1,Кластер 1,optimal artificial orders,0.2119180556316774,6.87886105659619,1934,#8c564b
dialog,1,Кластер 1,cycling adaptive,8.712821498651497,2.055921147961711,387,#8c564b
dialog,2,Кластер 2,publicity mongolia,0.6198922494279718,2.6815031446239224,1839,#9467bd
dialog,2,Кластер 2,battery pregnant,2.9802642416987384,12.879143957932204,1198,#9467bd
dialog,2,Кластер 2,packed italia,0.3254690519317743,1.1517746789802608,1125,#9467bd
dialog,2,Кластер 2,effectiveness baskets,10.594599565450634,5.158338677646641,208,#9467bd
dialog,3,Кластер 3,programmer cardiovascular billion,10.044007761183837,14.561639955522216,1058,#2ca02c
dialog,3,Кластер 3,russell indonesian,13.975340175090906,1.38214261242753,506,#2ca02c
eligibility,0,Кластер 0,several animated buried,5.772341707768705,12.564796257345003,1260,#7f7f7f
eligibility,0,Кластер 0,dynamics directly,9.980149264692514,6.281427914064545,1146,#7f7f7f
eligibility,0,Кластер 0,singles unusual buyers,14.829279864186246,7.850728572712581,866,#7f7f7f
eligibility,0,Кластер 0,hawaiian directive,11.381855832287467,3.898137021955861,163,#7f7f7f
eligibility,1,Кластер 1,payday oriental,8.035719882567493,2.9656951192720844,1501,#bcbd22
eligibility,1,Кластер 1,knives everybody,5.607191826999559,13.155189236409358,1377,#bcbd22
eligibility,1,Кластер 1,decision surgeons montreal,3.2839396214346106,4.39674063521296,823,#bcbd22
eligibility,1,Кластер 1,lighting observe,11.419919070509494,3.1617111286924686,281,#bcbd22
eligibility,1,Кластер 1,vampire injured,5.247682515198207,0.7791614555083071,139,#bcbd22
eligibility,2,Кластер 2,heavily responsible,4.783522116296197,7.172434500682598,309,#9467bd
eligibility,2,Кластер 2,celtic automation,5.539904224439553,3.5805593604528685,281,#9467bd
eligibility,2,Кластер 2,alternative homeless,14.927879392242405,10.281612538543577,129,#9467bd
eligibility,3,Кластер 3,creativity bloggers,13.893232193861431,2.513351953094942,1817,#e377c2
eligibility,3,Кластер 3,cowboy arthritis,3.598983438264777,12.96822038603882,23,#e377c2
except,0,Кластер 0,overcome delight office,8.74135159524577,4.786921536998376,1438,#8c564b
except,0,Кластер 0,helpful arctic minimal,13.627015386368791,0.0926787698665415,1145,#8c564b
except,0,Кластер 0,coalition integration compute,11.949990483867316,6.969744011534154,749,#8c564b
except,0,Кластер 0,retirement privilege recovered beijing,11.357374694757114,10.289412705061812,723,#8c564b
except,1,Кластер 1,announces independent latter senator,2.260566517654452,14.127058369926104,1960,#ff7f0e
except,1,Кластер 1,optimal artificial orders concrete,1.228862884381875,14.663274183442766,1815,#ff7f0e
except,1,Кластер 1,polish removable,5.8759778642890295,0.4447785643546825,639,#ff7f0e
except,1,Кластер 1,listings finally,9.071063103984532,13.337536513771608,404,#ff7f0e
except,2,Кластер 2,jacksonville tomatoes alberta,6.760797985654888,10.922626188848891,1968,#bcbd22
except,2,Кластер 2,massage sufficiently,0.5545155682803887,8.939527512253177,1106,#bcbd22
except,2,Кластер 2,justin thailand inspection,9.711229411240636,10.17858008664234,347,#bcbd22
except,2,Кластер 2,showed replacing,6.640619244922221,7.116760736111267,85,#bcbd22
except,3,Кластер 3,spread presidential,14.097552209063767,9.872502093614695,1250,#2ca02c
except,3,Кластер 3,missions introduced,8.042422305010062,5.6234585253908165,987,#2ca02c
except,3,Кластер 3,subscribers member,10.046830233744728,3.4130625495955567,778,#2ca02c
greetings,0,Кластер 0,updating occurred,3.539446091701723,8.207082203036407,965,#9467bd
greetings,0,Кластер 0,caution target,12.468228588030552,12.33106798195205,634,#9467bd
greetings,0,Кластер 0,publicity mongolia,6.737205741733811,10.32607989591264,68,#9467bd
greetings,0,Кластер 0,effectiveness baskets,6.1284426103306044,14.331784141672363,65,#9467bd
greetings,1,Кластер 1,finished assigned,9.715692242152729,0.0608072084415339,1507,#17becf
greetings,1,Кластер 1,springer bumper,2.721603149324049,5.847621868330291,1491,#17becf
greetings,1,Кластер 1,notion scenario,13.766020427876375,5.880935345193128,438,#17becf
greetings,2,Кластер 2,recipients phentermine attorneys,12.441983942355794,1.2369982302233231,1502,#8c564b
greetings,2,Кластер 2,simulation allocated wellington,12.467788326318765,2.8818032069512607,526,#8c564b
greetings,2,Кластер 2,sapphire grounds,1.160626411720019,3.642819729434763,335,#8c564b
greetings,2,Кластер 2,disposition layout,10.97121373126817,4.857810387061303,279,#8c564b
greetings,3,Кластер 3,comfort rivers,6.961866240907147,6.435589561443678,1806,#ff7f0e
greetings,3,Кластер 3,entire ethical speakers,7.98591044008228,6.003699268483375,1782,#ff7f0e
greetings,3,Кластер 3,courtesy textiles diameter,0.5094903809732454,4.151198803764073,84,#ff7f0e
housewives,0,Кластер 0,supply suspended,13.696490244352931,9.11018681591831,1775,#ff7f0e
housewives,0,Кластер 0,annoying dramatic,12.707073432094402,2.010410642056752,1377,#ff7f0e
housewives,0,Кластер 0,mentor reduced shadow,9.046241963262087,13.718408382949614,719,#ff7f0e
housewives,0,Кластер 0,publicity mongolia,13.960177835609574,7.09662547342962,697,#ff7f0e
housewives,1,Кластер 1,revealed renaissance,10.460847569684375,1.5140297011264148,1834,#9467bd
housewives,1,Кластер 1,formation interests,11.58301937292831,2.6348307106024977,1713,#9467bd
housewives,1,Кластер 1,applicants vacuum trusts famous,10.757613007750097,12.742222705504602,1495,#9467bd
housewives,1,Кластер 1,perfectly department composer,12.190364211519954,6.814392436798818,86,#9467bd
housewives,2,Кластер 2,notebook performs,14.633644428319968,8.06691027455243,1907,#e377c2
housewives,2,Кластер 2,coalition integration fantasy,13.902119265819383,6.779115813792924,1507,#e377c2
housewives,2,Кластер 2,sounds belarus easily,7.3992804503992895,8.55976114149872,33,#e377c2
housewives,3,Кластер 3,florida reserved,7.503055956050538,8.610351723980484,1347,#1f77b4
housewives,3,Кластер 3,sapphire grounds justice,7.67426339107464,5.930703649268747,946,#1f77b4
housewives,3,Кластер 3,massive informative,2.911092255516019,0.6781829885279139,228,#1f77b4
lithuania,0,Кластер 0,integral unified,11.850906887841443,0.0900026015531013,1814,#1f77b4
lithuania,0,Кластер 0,scanners generated,2.045586155339705,3.132854663641618,1804,#1f77b4
lithuania,0,Кластер 0,cycles hungary,12.955055973856442,2.0934471757325124,1631,#1f77b4
lithuania,0,Кластер 0,rebate classics,1.7294646982632056,0.1583129025964208,1352,#1f77b4
lithuania,1,Кластер 1,barrier ethernet,6.309106637956043,8.776428206240686,1009,#ff7f0e
lithuania,1,Кластер 1,listings finally reservations,5.712267047220416,9.763545538871448,605,#ff7f0e
lithuania,1,Кластер 1,postcards looked republic detector,12.64917453113739,8.467973732272636,440,#ff7f0e
lithuania,1,Кластер 1,mobiles sensor,0.0429773412071399,7.149503765224105,40,#ff7f0e
lithuania,2,Кластер 2,holdem configuring,10.999609866127566,5.949379984657176,1112,#2ca02c
lithuania,2,Кластер 2,dynamics directly,6.70398814508256,4.446517966063217,321,#2ca02c
lithuania,2,Кластер 2,receiver astrology,4.476885827147556,7.429751747911265,161,#2ca02c
lithuania,2,Кластер 2,celtic automation patients sectors,6.029946005153705,0.1143436516859353,40,#2ca02c
lithuania,3,Кластер 3,filter substances,10.36842189649968,13.832579399487951,1570,#17becf
lithuania,3,Кластер 3,opportunities upgrades,5.127288816543842,4.160944057088608,1155,#17becf
lithuania,3,Кластер 3,indirect reminder,6.057518791180674,8.093122144125592,30,#17becf
locator,0,Кластер 0,insights downloaded,9.89480600261275,9.572447429953115,1831,#7f7f7f
locator,0,Кластер 0,recording remote,0.0394480844368522,10.211624146149772,1451,#7f7f7f
locator,0,Кластер 0,discover mining,1.9729782152753232,11.33172712518776,1011,#7f7f7f
locator,0,Кластер 0,auditor transparent,0.1277980194477557,12.725469140530215,421,#7f7f7f
locator,1,Кластер 1,massive informative musicians,1.5069036830605316,3.776911527209375,1737,#bcbd22
locator,1,Кластер 1,suggestion testimonials,2.0898664142671706,1.469028291808031,501,#bcbd22
locator,1,Кластер 1,applicants vacuum distance restrictions,2.8427542781692203,6.456283313665443,469,#bcbd22
locator,1,Кластер 1,offers incorrect presented,6.795904872284579,6.691699941542483,161,#bcbd22
locator,2,Кластер 2,ireland discipline,3.621418696841202,7.477718562367257,1547,#17becf
locator,2,Кластер 2,greater variety,1.8319834062050615,0.5393038967339214,1059,#17becf
locator,2,Кластер 2,cincinnati fundamentals,4.383759788000765,7.4459661881795425,1054,#17becf
locator,2,Кластер 2,portuguese bathroom,3.268468902790154,7.00422615108478,659,#17becf
locator,3,Кластер 3,spasm filter,9.964551661186883,12.435179372329378,1869,#1f77b4
locator,3,Кластер 3,churches charming,11.176141636868769,0.7546194789834887,836,#1f77b4
locator,3,Кластер 3,anymore undefined partially,13.150675887672287,11.379998058696549,178,#1f77b4
personnel,0,Кластер 0,russell indonesian,11.165688137417218,12.360752945518009,1613,#9467bd
personnel,0,Кластер 0,consider making,13.886255573697122,6.550063314366106,756,#9467bd
personnel,0,Кластер 0,offset cnetcom applying holdings,13.27437432543365,9.916585802669502,469,#9467bd
personnel,0,Кластер 0,margaret groove,4.944400739876163,4.350468351511949,110,#9467bd
personnel,1,Кластер 1,poster proceeding,1.427445433808454,2.8966111965095824,1620,#1f77b4
personnel,1,Кластер 1,regarding comprehensive circulation,9.291116316762444,9.155159699345592,1236,#1f77b4
personnel,1,Кластер 1,complaints excited,11.13578738916642,12.37821665587366,912,#1f77b4
personnel,1,Кластер 1,listen hungary,9.121061322669243,5.118939260827324,44,#1f77b4
personnel,2,Кластер 2,ruling prepare,12.238212305139037,10.835109297021228,1702,#2ca02c
personnel,2,Кластер 2,pokemon meanwhile degree,3.559746412184652,0.1965843866878008,1260,#2ca02c
personnel,2,Кластер 2,particular titles,2.48685036752156,7.510193557891102,1106,#2ca02c
personnel,2,Кластер 2,mentor reduced posters,4.655654304204747,2.5449259552859744,538,#2ca02c
personnel,3,Кластер 3,toronto crisis chamber,4.988670254722499,11.320428986302248,1819,#8c564b
personnel,3,Кластер 3,falling dialogue,12.049267843466184,14.432954768634762,1369,#8c564b
personnel,3,Кластер 3,enquiries implementation duplicate,13.11590257652277,9.010497302119484,866,#8c564b
protein,0,Кластер 0,operating stevens nirvana gabriel,4.020494068332032,5.240556442699705,1206,#9467bd
protein,0,Кластер 0,offers incorrect,1.3138060552421995,2.7223305923394103,1022,#9467bd
protein,0,Кластер 0,bestsellers enterprise promotional,10.983570682491774,7.770520378282162,99,#9467bd
protein,1,Кластер 1,lighting planes greensboro,13.007680051781277,2.377601610111719,1818,#d62728
protein,1,Кластер 1,several animated buried,1.6607528589600409,3.3058212058020158,1705,#d62728
protein,1,Кластер 1,worthy integrate collect,8.619251246303424,9.833290686346258,1455,#d62728
protein,1,Кластер 1,pictures instances,11.576594938378577,7.91131286615882,936,#d62728
protein,2,Кластер 2,responsibilities resolve complimentary,1.9687027465224556,5.708550735961878,1725,#7f7f7f
protein,2,Кластер 2,cumshot identifies,6.978569457203609,9.372028224582795,1547,#7f7f7f
protein,2,Кластер 2,waters career,13.605997402804476,3.4710085962741264,904,#7f7f7f
protein,2,Кластер 2,access michelle,4.991559253703809,10.238445249205526,697,#7f7f7f
protein,3,Кластер 3,speaker permission,6.01126759494461,3.615853939432516,1197,#1f77b4
protein,3,Кластер 3,announces independent coaching,11.983959100330694,4.645919398695931,480,#1f77b4
protein,3,Кластер 3,guestbook configure,5.133504882527242,8.75697137188656,374,#1f77b4
twisted,0,Кластер 0,recycling edited,0.4074149794684517,5.5006444090606434,1713,#8c564b
twisted,0,Кластер 0,approach publicly disturbed,13.293565494757791,10.341439590784995,691,#8c564b
twisted,0,Кластер 0,posing constitute beginners recycling,5.987924702333223,4.173697528286709,670,#8c564b
twisted,0,Кластер 0,offset cnetcom applying,2.1673546183955663,0.9953402239891002,587,#8c564b
twisted,1,Кластер 1,terrace people,14.742848181273263,9.705834289565637,1920,#d62728
twisted,1,Кластер 1,watershed accurate,1.4337063190794246,14.923944414158022,1484,#d62728
twisted,1,Кластер 1,offset cnetcom,5.304737715685564,2.734983929681749,554,#d62728
twisted,1,Кластер 1,toronto crisis chamber ceiling,1.2290810240027232,11.346440509834324,535,#d62728
twisted,2,Кластер 2,gratuit alabama,10.706032049587009,2.2169142392039576,384,#1f77b4
twisted,2,Кластер 2,masturbation brisbane,8.679743751389555,14.169126827749436,166,#1f77b4
twisted,2,Кластер 2,turner navigate expenditures,11.253783179106769,3.4290905532133897,23,#1f77b4
twisted,2,Кластер 2,pieces appeals,3.024249983198686,2.880182399992842,22,#1f77b4
twisted,3,Кластер 3,operating stevens regularly,0.8619209682677514,3.642690500940411,1665,#9467bd
twisted,3,Кластер 3,vampire injured,7.411775777110604,10.998897052089552,828,#9467bd
winner,0,Кластер 0,suggestion testimonials,8.959874973789768,3.861840117708865,1421,#2ca02c
winner,0,Кластер 0,collectables departments,9.123592365120423,1.9393505187643636,1041,#2ca02c
winner,0,Кластер 0,toolbar portfolio,8.644374181799723,5.716253948110923,161,#2ca02c
winner,0,Кластер 0,filter collect,12.423865172063133,11.579779793674565,19,#2ca02c
winner,1,Кластер 1,celtic automation patients sectors,8.964840408277103,9.14308623325673,1803,#8c564b
winner,1,Кластер 1,mirrors administration,1.724396968156746,12.864914605903127,1727,#8c564b
winner,1,Кластер 1,turtle electronic,13.427779556570144,4.023582068803805,1393,#8c564b
winner,1,Кластер 1,retirement privilege pathology sydney,8.19854625589445,6.322510495538448,1384,#8c564b
winner,2,Кластер 2,pichunter olympus,6.838370673328849,14.23044501616914,1667,#7f7f7f
winner,2,Кластер 2,cycling adaptive,11.2621272712349,12.02454946393265,1158,#7f7f7f
winner,2,Кластер 2,courtesy textiles diameter,10.152718961464366,13.851832450144606,428,#7f7f7f
winner,2,Кластер 2,auction causes,11.028844423053316,3.9698546387955673,347,#7f7f7f
winner,3,Кластер 3,operating stevens,14.374700649692263,13.356246147628058,818,#e377c2
winner,3,Кластер 3,hierarchy geology,11.085978303186309,11.404997962265508,661,#e377c2
winner,3,Кластер 3,simulation allocated wellington,1.0032333834916252,5.095972353236558,536,#e377c2
worlds,0,Кластер 0,harmful cultures,4.786518370636081,4.658916849525424,1866,#9467bd
worlds,0,Кластер 0,island holland electric,9.223315623618353,14.683999423537758,1335,#9467bd
worlds,0,Кластер 0,legends directive,5.193632243303907,3.4290455309766577,1062,#9467bd
worlds,0,Кластер 0,covered harvest rights,0.1625400205035632,13.574503956024904,973,#9467bd
worlds,1,Кластер 1,retirement privilege pathology,3.17226100756282,2.7382208013485614,1499,#17becf
worlds,1,Кластер 1,notion scenario,5.99801326213146,9.48804687078874,1159,#17becf
worlds,1,Кластер 1,moderate command dublin,8.155549716632882,0.1143809195822209,1050,#17becf
worlds,1,Кластер 1,operating stevens nirvana,3.585100539843447,1.1168487718141744,381,#17becf
worlds,2,Кластер 2,operating stevens,11.535669167032191,4.165848723252822,1382,#2ca02c
worlds,2,Кластер 2,ringtone parental,11.723894907453666,4.363994491947961,471,#2ca02c
worlds,2,Кластер 2,recipient traffic,5.593628869698286,0.5533676310113189,236,#2ca02c
worlds,3,Кластер 3,immunology plates,2.407027805189126,7.65152738334079,1653,#7f7f7f
worlds,3,Кластер 3,holdings herbal,3.986507891228621,10.906339823131932,1476,#7f7f7f
worlds,3,Кластер 3,exchanges castle,8.082230657893867,6.587932953846258,1097,#7f7f7f
